"","coins_list","index","news_date","content","news_n","views","comments","polarity","subjectivity","day_movement","volatility"
"645","bitcoin","Bitcoin",2017-08-28,"Neutro",1,45480,13,0,0,0.000408261013354004,0.0407113646220535
"646","bitcoin","Bitcoin",2017-08-29,"Neutro",2,168630,20,0,0,-0.0432446841231111,0.0591372511717197
"647","bitcoin","Bitcoin",2017-08-29,"Positive",1,31393,4,0.148181818181818,0.497272727272727,-0.0432446841231111,0.0591372511717197
"648","bitcoin","Bitcoin",2017-08-31,"Neutro",1,65357,4,0,0,-0.0324436571333242,0.0394104791967991
"649","bitcoin","Bitcoin",2017-08-31,"Positive",1,18348,2,0.375,0.7,-0.0324436571333242,0.0394104791967991
"650","bitcoin","Bitcoin",2017-09-01,"Positive",4,115266,6,0.189015151515152,0.473106060606061,-0.0404635710882733,0.0436385044184293
"651","bitcoin","Bitcoin",2017-09-03,"Positive",1,30735,9,0.25,0.5,0.000503787127039498,0.0628945626718256
"652","bitcoin","Bitcoin",2017-09-05,"Neutro",2,36813,3,0,0,-0.0350590900813331,0.0970518356580184
"653","bitcoin","Bitcoin",2017-09-05,"Positive",1,17920,0,0.136363636363636,0.454545454545455,-0.0350590900813331,0.0970518356580184
"654","bitcoin","Bitcoin",2017-09-06,"Neutro",3,147750,6,0,0,-0.0503885445061109,0.0521219340516541
"655","bitcoin","Bitcoin",2017-09-08,"Neutro",5,287052,38,0,0,0.081736573756395,0.12568547521991
"656","bitcoin","Bitcoin",2017-09-08,"Positive",1,30870,9,0.3,0.5,0.081736573756395,0.12568547521991
"657","bitcoin","Bitcoin",2017-09-11,"Neutro",4,208660,16,0,0,-0.0094118331970882,0.0380766225446833
"658","bitcoin","Bitcoin",2017-09-13,"Neutro",2,123574,0,0,0,0.0603560520622073,0.0827835565515805
"659","bitcoin","Bitcoin",2017-09-14,"Neutro",1,30041,10,0,0.125,0.185897088536062,0.195567005050247
"660","bitcoin","Bitcoin",2017-09-14,"Positive",1,25598,1,0.3,0.1,0.185897088536062,0.195567005050247
"661","bitcoin","Bitcoin",2017-09-15,"Neutro",2,104392,16,0,0,-0.148823547989767,0.210751449731482
"662","bitcoin","Bitcoin",2017-09-16,"Neutro",1,51881,2,0,0,0.00349391794378394,0.0842907551905567
"663","bitcoin","Bitcoin",2017-09-18,"Neutro",3,157254,9,0,0,-0.132023981576624,0.119664740649583
"664","bitcoin","Bitcoin",2017-09-20,"Neutro",2,117252,10,0,0,0.00265808046247033,0.0430769536065724
"665","bitcoin","Bitcoin",2017-09-21,"Neutro",2,103409,4,0,0,0.0693148992559214,0.0773129541775397
"666","bitcoin","Bitcoin",2017-09-22,"Neutro",3,114609,24,0,0,-0.000738694935529527,0.0544771929637838
"667","bitcoin","Bitcoin",2017-09-23,"Neutro",1,35934,8,0,0,-0.0447613170538194,0.0588158284043035
"668","bitcoin","Bitcoin",2017-09-23,"Positive",1,50186,38,0.3,0.1,-0.0447613170538194,0.0588158284043035
"669","bitcoin","Bitcoin",2017-09-25,"Neutro",2,118218,8,0,0,-0.0664089874456077,0.0680134168723499
"670","bitcoin","Bitcoin",2017-09-26,"Neutro",3,70121,13,0,0.0416666666666667,0.00917928627612697,0.0251870958641171
"671","bitcoin","Bitcoin",2017-09-26,"Positive",1,16615,1,0.3,0.45,0.00917928627612697,0.0251870958641171
"672","bitcoin","Bitcoin",2017-09-27,"Neutro",5,159126,54,0,0,-0.0790482257625342,0.0772508640039904
"673","bitcoin","Bitcoin",2017-09-28,"Neutro",1,15521,0,0,0,0.0053369802698512,0.0396348944105476
"674","bitcoin","Bitcoin",2017-09-29,"Negative",1,18243,2,0.5,1,0.00204956347893628,0.0416027029656222
"675","bitcoin","Bitcoin",2017-09-29,"Neutro",5,201047,42,0,0.125,0.00204956347893628,0.0416027029656222
"676","bitcoin","Bitcoin",2017-10-01,"Neutro",1,42255,0,0,0,-0.014441206620518,0.0304127854959647
"677","bitcoin","Bitcoin",2017-10-02,"Negative",1,18187,4,0.0625,0.25,-0.00307338124259222,0.0207528471689375
"678","bitcoin","Bitcoin",2017-10-02,"Neutro",2,85922,0,0,0,-0.00307338124259222,0.0207528471689375
"679","bitcoin","Bitcoin",2017-10-02,"Positive",3,77892,10,0.3,0.3,-0.00307338124259222,0.0207528471689375
"680","bitcoin","Bitcoin",2017-10-03,"Neutro",1,11881,1,0,1,0.02063759226578,0.03916100954998
"681","bitcoin","Bitcoin",2017-10-04,"Neutro",9,329375,60,0,0.0555555555555556,0.0208386871233537,0.032601078507735
"682","bitcoin","Bitcoin",2017-10-04,"Positive",1,24412,4,0.8,0.75,0.0208386871233537,0.032601078507735
"683","bitcoin","Bitcoin",2017-10-05,"Neutro",2,61636,4,0,0,-0.0232938050252016,0.04552060220417
"684","bitcoin","Bitcoin",2017-10-06,"Neutro",2,106856,2,0,0,-0.0107181012195743,0.0210138967251042
"685","bitcoin","Bitcoin",2017-10-08,"Neutro",1,33148,4,0,0,-0.0408179390338331,0.0472520295665789
"686","bitcoin","Bitcoin",2017-10-09,"Negative",1,13078,0,0.125,0.375,-0.0341313939477996,0.0644555630484288
"687","bitcoin","Bitcoin",2017-10-09,"Neutro",8,290435,112,0,0.125,-0.0341313939477996,0.0644555630484288
"688","bitcoin","Bitcoin",2017-10-10,"Negative",2,41288,7,0.175,0.2,-0.00121016454469124,0.0319107223033743
"689","bitcoin","Bitcoin",2017-10-10,"Neutro",3,99464,44,0,0,-0.00121016454469124,0.0319107223033743
"690","bitcoin","Bitcoin",2017-10-11,"Neutro",4,203407,16,0,0.025,-0.0077736597588348,0.0250526803905837
"691","bitcoin","Bitcoin",2017-10-12,"Neutro",2,68131,4,0,0,-0.127822709221092,0.114727432617759
"692","bitcoin","Bitcoin",2017-10-13,"Neutro",4,204283,17,0,0.0625,-0.0335001171268777,0.069080355461192
"693","bitcoin","Bitcoin",2017-10-13,"Positive",4,125518,2,0.4,0.4375,-0.0335001171268777,0.069080355461192
"694","bitcoin","Bitcoin",2017-10-16,"Neutro",2,115446,2,0,0,-0.00668475289095351,0.0401680680997813
"695","bitcoin","Bitcoin",2017-10-17,"Neutro",2,56372,12,0,0,0.0236990514806029,0.0564845224857121
"696","bitcoin","Bitcoin",2017-10-18,"Negative",1,58898,39,0.25,0.25,0.00234304456602819,0.0807270754592403
"697","bitcoin","Bitcoin",2017-10-18,"Neutro",3,192327,0,0,0,0.00234304456602819,0.0807270754592403
"698","bitcoin","Bitcoin",2017-10-18,"Positive",1,21199,4,0.0922619047619048,0.380952380952381,0.00234304456602819,0.0807270754592403
"699","bitcoin","Bitcoin",2017-10-19,"Negative",1,20412,8,0.0666666666666667,0.266666666666667,-0.0223470290522124,0.0371303976951265
"700","bitcoin","Bitcoin",2017-10-19,"Neutro",1,69349,2,0,0,-0.0223470290522124,0.0371303976951265
"701","bitcoin","Bitcoin",2017-10-20,"Negative",2,38212,20,0.075,0.25,-0.0531419331442457,0.0714310466311668
"702","bitcoin","Bitcoin",2017-10-21,"Neutro",3,276039,6,0,0,-0.00580477221980433,0.0370967637791209
"703","bitcoin","Bitcoin",2017-10-23,"Neutro",5,235863,6,0,0,0.0126007326007326,0.0564751736045388
"704","bitcoin","Bitcoin",2017-10-24,"Neutro",2,42098,5,0,0,0.0688869719923444,0.0726709706984393
"705","bitcoin","Bitcoin",2017-10-25,"Neutro",3,144363,3,0,0,-0.0409441407522716,0.0619446573276124
"706","bitcoin","Bitcoin",2017-10-25,"Positive",1,51043,13,0.35,0.3,-0.0409441407522716,0.0619446573276124
"707","bitcoin","Bitcoin",2017-10-26,"Negative",2,40839,3,0.4125,0.458333333333333,-0.0272932088831671,0.0427620131173872
"708","bitcoin","Bitcoin",2017-10-26,"Neutro",3,118440,3,0,0.9,-0.0272932088831671,0.0427620131173872
"709","bitcoin","Bitcoin",2017-10-27,"Negative",1,12363,2,0.155555555555556,0.288888888888889,0.020143260550465,0.0433455402871223
"710","bitcoin","Bitcoin",2017-10-27,"Neutro",4,104965,7,0,0.0625,0.020143260550465,0.0433455402871223
"711","bitcoin","Bitcoin",2017-10-28,"Neutro",1,80824,13,0,0,0.00600053215200189,0.0319106576457617
"712","bitcoin","Bitcoin",2017-10-29,"Neutro",4,176937,5,0,0.0625,-0.0694090128665866,0.0849032324068731
"713","bitcoin","Bitcoin",2017-10-29,"Positive",1,80593,4,0.25,0.3125,-0.0694090128665866,0.0849032324068731
"714","bitcoin","Bitcoin",2017-10-31,"Neutro",3,229926,3,0,0,-0.0548563116232496,0.0567350237928546
"715","bitcoin","Bitcoin",2017-11-01,"Negative",1,15852,1,0.125,0.375,-0.0506662816314934,0.0575457604277032
"716","bitcoin","Bitcoin",2017-11-01,"Neutro",1,23550,2,0,0,-0.0506662816314934,0.0575457604277032
"717","bitcoin","Bitcoin",2017-11-02,"Neutro",3,139483,7,0,0,-0.0443700509164518,0.0826093035061548
"718","bitcoin","Bitcoin",2017-11-02,"Positive",1,42796,1,0.3,0,-0.0443700509164518,0.0826093035061548
"719","bitcoin","Bitcoin",2017-11-03,"Neutro",2,60861,8,0,0,-0.0169635966267516,0.0614303960843233
"720","bitcoin","Bitcoin",2017-11-05,"Positive",1,60007,16,0.258333333333333,0.558333333333333,-0.000390302139774005,0.0373207412425106
"721","bitcoin","Bitcoin",2017-11-06,"Neutro",1,22979,1,0,0,0.0513911514178965,0.0588871265161293
"722","bitcoin","Bitcoin",2017-11-08,"Negative",1,71860,42,0.0490606060606061,0.476333333333333,-0.0445726176173232,0.0851805843820164
"723","bitcoin","Bitcoin",2017-11-08,"Positive",1,28295,3,0.136363636363636,0.454545454545455,-0.0445726176173232,0.0851805843820164
"724","bitcoin","Bitcoin",2017-11-09,"Neutro",1,29825,5,0,0,0.0407220253450126,0.0463700661892375
"725","bitcoin","Bitcoin",2017-11-09,"Positive",1,26913,5,0.15,0.8,0.0407220253450126,0.0463700661892375
"726","bitcoin","Bitcoin",2017-11-11,"Negative",1,36056,6,0.5,0.5,0.039435772767998,0.0973250983901122
"727","bitcoin","Bitcoin",2017-11-11,"Neutro",2,115636,20,0,0,0.039435772767998,0.0973250983901122
"728","bitcoin","Bitcoin",2017-11-12,"Neutro",1,79630,53,0,0,0.0548618446655918,0.166948173976045
"729","bitcoin","Bitcoin",2017-11-13,"Neutro",3,298590,78,0,0,-0.104616679998316,0.141957572758945
"730","bitcoin","Bitcoin",2017-11-14,"Neutro",1,19987,38,0,0.5,-0.0113190926437329,0.0448234880221375
"731","bitcoin","Bitcoin",2017-11-14,"Positive",2,65936,40,0.25,0.55,-0.0113190926437329,0.0448234880221375
"732","bitcoin","Bitcoin",2017-11-15,"Positive",1,28292,28,0.166666666666667,0.166666666666667,-0.102608082281801,0.0963587456161258
"733","bitcoin","Bitcoin",2017-11-16,"Negative",1,23659,45,0.666666666666667,1,-0.0748917145962716,0.0992547110844468
"734","bitcoin","Bitcoin",2017-11-16,"Neutro",1,8641,0,0,0,-0.0748917145962716,0.0992547110844468
"735","bitcoin","Bitcoin",2017-11-17,"Negative",2,50853,18,0.0958333333333333,0.470833333333333,0.0184094621936266,0.0554057109733291
"736","bitcoin","Bitcoin",2017-11-19,"Neutro",1,15056,0,0,0,-0.0348260308033835,0.0503350444524809
"737","bitcoin","Bitcoin",2017-11-20,"Positive",1,25839,49,0.1,0.1,-0.020098095924031,0.0464803295245453
"738","bitcoin","Bitcoin",2017-11-21,"Negative",1,16050,15,0.15,0.378571428571429,0.0163885280303787,0.0701849159026718
"739","bitcoin","Bitcoin",2017-11-21,"Neutro",4,249792,23,0,0,0.0163885280303787,0.0701849159026718
"740","bitcoin","Bitcoin",2017-11-22,"Neutro",3,377043,57,0,0,-0.0217381885255541,0.0273166583556766
"741","bitcoin","Bitcoin",2017-11-23,"Neutro",1,30469,2,0,0,0.0235181077647046,0.0276544016256621
"742","bitcoin","Bitcoin",2017-11-24,"Negative",1,49608,32,0.15,0.0833333333333333,-0.0222528554549035,0.0517341440813168
"743","bitcoin","Bitcoin",2017-11-24,"Neutro",1,92600,3,0,0,-0.0222528554549035,0.0517341440813168
"744","bitcoin","Bitcoin",2017-11-25,"Neutro",3,445609,25,0,0,-0.0666378700536662,0.0682260787266862
"745","bitcoin","Bitcoin",2017-11-28,"Neutro",1,49877,8,0,0,-0.0239600628293782,0.0384566005313214
"746","bitcoin","Bitcoin",2017-11-28,"Positive",1,27990,2,0.4,0.9,-0.0239600628293782,0.0384566005313214
"747","bitcoin","Bitcoin",2017-11-30,"Negative",1,33987,13,0.275,0.75,-0.0329884856749764,0.148037218776039
"748","bitcoin","Bitcoin",2017-12-01,"Neutro",2,377700,22,0,0,-0.0761869276175161,0.122394018123059
"749","bitcoin","Bitcoin",2017-12-03,"Neutro",1,28289,9,0,0,-0.0217004881481949,0.0840479985158576
"750","bitcoin","Bitcoin",2017-12-04,"Negative",1,22811,3,0.0916666666666667,0.158333333333333,-0.0302066210650972,0.0493600521566072
"751","bitcoin","Bitcoin",2017-12-04,"Neutro",3,54224,21,0,0,-0.0302066210650972,0.0493600521566072
"752","bitcoin","Bitcoin",2017-12-05,"Neutro",1,24249,5,0,0,-0.0197677503273231,0.0355219414893617
"753","bitcoin","Bitcoin",2017-12-06,"Neutro",2,64141,10,0,0.25,-0.198609457034067,0.170205510435588
"754","bitcoin","Bitcoin",2017-12-07,"Neutro",4,772944,75,0,0,-0.254701705441571,0.214662815577915
"755","bitcoin","Bitcoin",2017-12-07,"Positive",2,81237,18,0.125,0.475,-0.254701705441571,0.214662815577915
"756","bitcoin","Bitcoin",2017-12-08,"Neutro",1,20969,6,0,0,0.0692864645647619,0.218842285353123
"757","bitcoin","Bitcoin",2017-12-09,"Neutro",2,588768,16,0,0,0.0814062566194403,0.18519335041411
"758","bitcoin","Bitcoin",2017-12-10,"Neutro",3,173031,32,0,0,-0.0189209145328446,0.16554578375582
"759","bitcoin","Bitcoin",2017-12-10,"Positive",1,48005,9,0.5,0.5,-0.0189209145328446,0.16554578375582
"760","bitcoin","Bitcoin",2017-12-12,"Neutro",1,152455,4,0,0,-0.0292911263726523,0.0680583517979058
"761","bitcoin","Bitcoin",2017-12-14,"Positive",2,51542,4,0.35,0.75,-0.0109493060556865,0.0526694682133701
"762","bitcoin","Bitcoin",2017-12-15,"Neutro",5,766857,52,0,0,-0.0665971941956354,0.0855343971885139
"763","bitcoin","Bitcoin",2017-12-16,"Neutro",2,824368,26,0,0,-0.0978080325219733,0.111651544122495
"764","bitcoin","Bitcoin",2017-12-17,"Neutro",1,70708,28,0,0,0.0172008338553487,0.0554980337498134
"765","bitcoin","Bitcoin",2017-12-18,"Neutro",4,1025515,35,0,0,-0.000408240170832772,0.0524030767642351
"766","bitcoin","Bitcoin",2017-12-20,"Neutro",4,865622,39,0,0,0.06394599190329,0.103542295103905
"767","bitcoin","Bitcoin",2017-12-20,"Positive",1,25135,6,0.2,0.9,0.06394599190329,0.103542295103905
"768","bitcoin","Bitcoin",2017-12-21,"Negative",1,40014,5,0.166666666666667,0.141666666666667,0.0504434456568765,0.126652891385896
"769","bitcoin","Bitcoin",2017-12-21,"Neutro",1,44880,6,0,0,0.0504434456568765,0.126652891385896
"770","bitcoin","Bitcoin",2017-12-21,"Positive",1,187026,34,0.175,0.4,0.0504434456568765,0.126652891385896
"771","bitcoin","Bitcoin",2017-12-22,"Neutro",2,454448,48,0,0,0.129966033463329,0.257812009985323
"772","bitcoin","Bitcoin",2017-12-25,"Negative",1,38705,8,0.5,1,-0.0021934995248609,0.0784006030288495
"773","bitcoin","Bitcoin",2017-12-25,"Positive",1,72004,11,0.152380952380952,0.657142857142857,-0.0021934995248609,0.0784006030288495
"774","bitcoin","Bitcoin",2017-12-26,"Neutro",3,634965,27,0,0,-0.14698716213328,0.147759580103516
"775","bitcoin","Bitcoin",2017-12-27,"Neutro",2,42134,2,0,0,0.0201070312741671,0.107294945927269
"776","bitcoin","Bitcoin",2017-12-28,"Neutro",3,578429,45,0,0,0.0792733278282411,0.122800281966718
"777","bitcoin","Bitcoin",2017-12-30,"Negative",2,262894,24,1,1,0.117811727364987,0.158821405948821
"778","bitcoin","Bitcoin",2017-12-30,"Neutro",4,1012545,78,0,0,0.117811727364987,0.158821405948821
"779","bitcoin","Bitcoin",2018-01-01,"Negative",1,39012,22,0.45,0.55,0.0322416065531951,0.0678490951091963
"780","bitcoin","Bitcoin",2018-01-02,"Neutro",4,828719,53,0,0,-0.0996036697247707,0.147689159965295
"781","bitcoin","Bitcoin",2018-01-04,"Neutro",3,677039,39,0,0,-0.0215117840046625,0.0773521731672141
"782","bitcoin","Bitcoin",2018-01-04,"Positive",2,119622,66,0.5,0.5,-0.0215117840046625,0.0773521731672141
"783","bitcoin","Bitcoin",2018-01-05,"Neutro",2,127027,10,0,0,-0.12614038715013,0.141337008336534
"784","bitcoin","Bitcoin",2018-01-05,"Positive",1,69338,5,0.375,0.5,-0.12614038715013,0.141337008336534
"785","bitcoin","Bitcoin",2018-01-06,"Neutro",3,854640,39,0,0,-0.00371662056682767,0.0535105349924348
"786","bitcoin","Bitcoin",2018-01-08,"Neutro",4,804840,54,0,0.025,0.0792719194960003,0.14087036443563
"787","bitcoin","Bitcoin",2018-01-09,"Negative",1,124550,60,0.125,0.375,0.0349319280334839,0.0692692369737054
"788","bitcoin","Bitcoin",2018-01-09,"Neutro",3,243928,97,0,0.166666666666667,0.0349319280334839,0.0692692369737054
"789","bitcoin","Bitcoin",2018-01-10,"Negative",1,36002,0,0.0666666666666667,0.0666666666666667,-0.0263769407409946,0.0856257471632839
"790","bitcoin","Bitcoin",2018-01-11,"Neutro",3,669009,42,0,0,0.104381288331262,0.127367033318241
"791","bitcoin","Bitcoin",2018-01-12,"Neutro",2,714492,96,0,0,-0.0391484996915393,0.0753202763195805
"792","bitcoin","Bitcoin",2018-01-16,"Neutro",1,102385,28,0,0.5,0.169527540275078,0.263539236153752
"793","bitcoin","Bitcoin",2018-01-16,"Positive",1,92096,12,0.148181818181818,0.497272727272727,0.169527540275078,0.263539236153752
"794","bitcoin","Bitcoin",2018-01-17,"Neutro",4,899803,47,0,0.1,0.0212140563900237,0.194871553348176
"795","bitcoin","Bitcoin",2018-01-18,"Neutro",1,33631,23,0,0,-0.0246544272600636,0.0962064209196104
"796","bitcoin","Bitcoin",2018-01-19,"Neutro",1,67448,20,0,0,-0.0155383296295649,0.0684327263024481
"797","bitcoin","Bitcoin",2018-01-20,"Neutro",2,609760,28,0,0,-0.106638527135773,0.110417461650004
"798","bitcoin","Bitcoin",2018-01-21,"Negative",1,107186,22,0.166666666666667,0.0666666666666667,0.100013965180151,0.124667529990152
"799","bitcoin","Bitcoin",2018-01-21,"Neutro",1,135742,56,0,0,0.100013965180151,0.124667529990152
"800","bitcoin","Bitcoin",2018-01-24,"Neutro",3,467443,108,0,0,-0.0418218170478933,0.0749126193332986
"801","bitcoin","Bitcoin",2018-01-24,"Positive",2,53339,10,0.308333333333333,0.666666666666667,-0.0418218170478933,0.0749126193332986
"802","bitcoin","Bitcoin",2018-01-25,"Neutro",3,770988,39,0,0,0.0142097936384252,0.0617952264184564
"803","bitcoin","Bitcoin",2018-01-27,"Neutro",1,98433,58,0,0,-0.0237854477444989,0.0538704594959921
"804","bitcoin","Bitcoin",2018-01-27,"Positive",2,709961,36,0.25,0.25,-0.0237854477444989,0.0538704594959921
"805","bitcoin","Bitcoin",2018-01-29,"Positive",3,715755,21,0.25,0.25,0.0390540598017949,0.0586412476001212
"806","bitcoin","Bitcoin",2018-01-30,"Negative",1,67616,41,0.0625,0.525,0.1061750451056,0.112406254421961
"807","bitcoin","Bitcoin",2018-02-01,"Neutro",1,173580,55,0,0,0.10420325671808,0.143507503304564
"808","bitcoin","Bitcoin",2018-02-01,"Positive",3,578781,24,0.25,0.25,0.10420325671808,0.143507503304564
"809","bitcoin","Bitcoin",2018-02-02,"Negative",2,231230,8,0.238888888888889,0.566666666666667,0.0340757447813894,0.147205073570269
"810","bitcoin","Bitcoin",2018-02-02,"Neutro",1,210075,81,0,0,0.0340757447813894,0.147205073570269
"811","bitcoin","Bitcoin",2018-02-02,"Positive",2,399164,70,0.25,0.25,0.0340757447813894,0.147205073570269
"812","bitcoin","Bitcoin",2018-02-04,"Neutro",1,63150,13,0,0.3,0.0979423913161939,0.139653792714842
"813","bitcoin","Bitcoin",2018-02-05,"Positive",3,599250,54,0.25,0.25,0.159030728344219,0.192252332381731
"814","bitcoin","Bitcoin",2018-02-07,"Positive",3,506019,36,0.25,0.25,0.0173025817840007,0.149524450853262
"815","bitcoin","Bitcoin",2018-02-10,"Neutro",1,101377,18,0,0,0.0112590710176971,0.090663246570312
"816","bitcoin","Bitcoin",2018-02-10,"Positive",2,339026,14,0.25,0.25,0.0112590710176971,0.090663246570312
"817","bitcoin","Bitcoin",2018-02-11,"Negative",2,132552,6,0.1875,0.5,0.0564244039957613,0.0795055320660202
"818","bitcoin","Bitcoin",2018-02-12,"Positive",3,430929,36,0.25,0.25,-0.0964376037133525,0.0939792475339197
"819","bitcoin","Bitcoin",2018-02-14,"Positive",3,387264,12,0.25,0.25,-0.104037014297807,0.0965084981520276
"820","bitcoin","Bitcoin",2018-02-15,"Negative",1,63436,9,0.166666666666667,0.166666666666667,-0.0714647060807393,0.0819967170828936
"821","bitcoin","Bitcoin",2018-02-15,"Neutro",1,25693,1,0,0,-0.0714647060807393,0.0819967170828936
"822","bitcoin","Bitcoin",2018-02-17,"Negative",1,69454,14,0.125,0.375,-0.088679892236101,0.0888819067283092
"823","bitcoin","Bitcoin",2018-02-17,"Positive",2,312296,16,0.25,0.25,-0.088679892236101,0.0888819067283092
"824","bitcoin","Bitcoin",2018-02-18,"Neutro",1,76862,5,0,0,0.0513871657946312,0.0902042326737034
"825","bitcoin","Bitcoin",2018-02-19,"Positive",1,45557,12,0.136363636363636,0.454545454545455,-0.0637473229346321,0.0674661604782769
"826","bitcoin","Bitcoin",2018-02-20,"Positive",3,523518,24,0.25,0.25,-0.0153047597001372,0.0607684910314839
"827","bitcoin","Bitcoin",2018-02-21,"Positive",3,377943,27,0.25,0.25,0.0599532192539703,0.0822700004378858
"828","bitcoin","Bitcoin",2018-02-24,"Positive",3,444977,30,0.25,0.25,0.0461356765846594,0.0991044804287926
"829","bitcoin","Bitcoin",2018-02-26,"Negative",1,55835,7,0.1,0.2,-0.0721107655777021,0.0929136038186158
"830","bitcoin","Bitcoin",2018-02-27,"Positive",3,371304,18,0.25,0.25,-0.031912948941206,0.0581330146619478
"831","bitcoin","Bitcoin",2018-02-28,"Neutro",1,18399,0,0,0,0.0270697657010256,0.0628234954643004
"832","bitcoin","Bitcoin",2018-03-01,"Positive",3,331230,27,0.25,0.25,-0.0545016851227732,0.0632990418283976
"833","bitcoin","Bitcoin",2018-03-02,"Positive",1,41036,42,0.2,0.4,-0.00992949150071966,0.0302886763785861
"834","bitcoin","Bitcoin",2018-03-03,"Positive",2,243894,6,0.25,0.25,-0.0349309577639864,0.0456098957339395
"835","bitcoin","Bitcoin",2018-03-06,"Positive",1,39213,2,0.2,0.25,0.062625542386588,0.0700689559221225
"836","bitcoin","Bitcoin",2018-03-07,"Positive",3,320096,24,0.25,0.25,0.0775951276853729,0.113214694176312
"837","bitcoin","Bitcoin",2018-03-08,"Neutro",2,81556,12,0,0,0.0559145209135563,0.0799741805782761
"838","bitcoin","Bitcoin",2018-03-08,"Positive",3,468717,21,0.25,0.25,0.0559145209135563,0.0799741805782761
"839","bitcoin","Bitcoin",2018-03-09,"Neutro",1,40092,8,0,0.5,0.00819357833343437,0.100706185594236
"840","bitcoin","Bitcoin",2018-03-10,"Positive",5,495098,38,0.18,0.24,0.051824537275188,0.0737410977702984
"841","bitcoin","Bitcoin",2018-03-13,"Positive",3,383729,12,0.25,0.25,-0.00237761963318589,0.054083363075188
"842","bitcoin","Bitcoin",2018-03-15,"Positive",3,312374,33,0.25,0.25,-0.00121822366103956,0.0765630283507448
"843","bitcoin","Bitcoin",2018-03-16,"Neutro",1,17517,0,0,0,-0.00185512038457709,0.0675398799089124
"844","bitcoin","Bitcoin",2018-03-16,"Positive",3,389955,12,0.25,0.25,-0.00185512038457709,0.0675398799089124
"845","bitcoin","Bitcoin",2018-03-19,"Positive",4,282494,46,0.267045454545455,0.369318181818182,-0.0343391514024246,0.056878445619863
"846","bitcoin","Bitcoin",2018-03-20,"Neutro",1,33406,12,0,0,-0.0340848315538761,0.0730448059997659
"847","bitcoin","Bitcoin",2018-03-21,"Negative",1,71030,16,0.0714285714285714,0.214285714285714,0.000917484570594721,0.0360713363414574
"848","bitcoin","Bitcoin",2018-03-21,"Positive",3,286833,15,0.25,0.25,0.000917484570594721,0.0360713363414574
"849","bitcoin","Bitcoin",2018-03-23,"Positive",4,389535,26,0.3125,0.3125,-0.0164109314637288,0.0584484471182325
"850","bitcoin","Bitcoin",2018-03-24,"Negative",2,93852,8,0.2,0.3,0.0262672785176282,0.0367355922180303
"851","bitcoin","Bitcoin",2018-03-27,"Negative",1,33978,0,0.1,0.6,0.0447512195121951,0.0528982919499854
"852","bitcoin","Bitcoin",2018-03-27,"Positive",3,307376,0,0.25,0.25,0.0447512195121951,0.0528982919499854
"853","bitcoin","Bitcoin",2018-03-28,"Positive",3,277926,0,0.25,0.25,-0.0150124476350769,0.0386217220718242
"854","bitcoin","Bitcoin",2018-03-29,"Negative",1,43707,0,0.125,0.375,0.101937945148996,0.1141996890296
"855","bitcoin","Bitcoin",2018-03-29,"Neutro",2,80186,0,0,0,0.101937945148996,0.1141996890296
"856","bitcoin","Bitcoin",2018-03-30,"Negative",1,41130,0,1,1,0.0391733889241366,0.0814563274909092
"857","bitcoin","Bitcoin",2018-03-30,"Neutro",1,29478,0,0,0,0.0391733889241366,0.0814563274909092
"858","bitcoin","Bitcoin",2018-03-30,"Positive",3,281628,0,0.25,0.25,0.0391733889241366,0.0814563274909092
"859","bitcoin","Bitcoin",2018-04-02,"Neutro",3,83716,0,0,0.0833333333333333,-0.0349079455240868,0.0446908192452635
"860","bitcoin","Bitcoin",2018-04-03,"Positive",5,321492,0,0.25,0.35,-0.0498221692813273,0.0608755347937973
"861","bitcoin","Bitcoin",2018-04-05,"Neutro",1,77898,0,0,1,0.00542880713717293,0.0416826511216039
"862","bitcoin","Bitcoin",2018-04-05,"Positive",4,205125,0,0.25,0.270833333333333,0.00542880713717293,0.0416826511216039
"863","bitcoin","Bitcoin",2018-04-06,"Negative",2,77391,3,0.275,0.875,0.0263557884729371,0.0411943728682068
"864","bitcoin","Bitcoin",2018-04-06,"Positive",3,249837,0,0.25,0.25,0.0263557884729371,0.0411943728682068
"865","bitcoin","Bitcoin",2018-04-07,"Neutro",1,36188,0,0,0,-0.0423165035570416,0.0595741602770851
"866","bitcoin","Bitcoin",2018-04-07,"Positive",1,53587,0,0.0833333333333333,0.375,-0.0423165035570416,0.0595741602770851
"867","bitcoin","Bitcoin",2018-04-08,"Positive",3,105507,0,0.6,0.633333333333333,-0.0149624709898007,0.026939236960667
"868","bitcoin","Bitcoin",2018-04-09,"Neutro",3,66946,1,0,0,0.0388383832648148,0.0719019351890679
"869","bitcoin","Bitcoin",2018-04-09,"Positive",3,212757,0,0.25,0.25,0.0388383832648148,0.0719019351890679
"870","bitcoin","Bitcoin",2018-04-10,"Neutro",1,20266,0,0,0,-0.0057862331210342,0.0244834053847195
"871","bitcoin","Bitcoin",2018-04-11,"Negative",1,21877,0,0.5,0.5,-0.0182436687820652,0.0216307517450403
"872","bitcoin","Bitcoin",2018-04-11,"Positive",4,229098,3,0.2625,0.3875,-0.0182436687820652,0.0216307517450403
"873","bitcoin","Bitcoin",2018-04-12,"Neutro",1,21533,0,0,0,-0.134265848882448,0.138332470380024
