"","coin","index","news_date","content","news_n","subscribers","normal_users","moderators","score","comments","polarity","subjectivity","volatility","day_movement"
"230","0x","Small coins",2018-05-09,"Negative",1,15037,130,0,40,12,0.1,0.466666666666667,0.143646408839779,0.00578034682080925
"231","0x","Small coins",2018-05-09,"Neutro",3,15037,843,0,103,20,0,0.0416666666666667,0.143646408839779,0.00578034682080925
"232","0x","Small coins",2018-05-10,"Neutro",2,15037,197,0,126,15,0,0,0.147783251231527,-0.0809248554913296
"233","0x","Small coins",2018-05-12,"Neutro",1,15037,331,0,52,15,0,0,0.108571428571429,0.0119760479041916
"234","0x","Small coins",2018-05-13,"Neutro",1,15037,211,0,19,5,0,1,0.122222222222222,-0.0666666666666667
"235","0x","Small coins",2018-05-13,"Positive",1,15037,761,0,15,12,0.0625,0.5,0.122222222222222,-0.0666666666666667
"236","0x","Small coins",2018-05-14,"Neutro",1,15037,165,0,69,10,0,0,0.136363636363636,0.109195402298851
"237","0x","Small coins",2018-05-15,"Neutro",2,15037,360,0,165,32,0,0.25,0.0750000000000001,0.0387096774193549
"238","0x","Small coins",2018-05-17,"Neutro",1,15037,1,0,74,3,0,0,0.156462585034014,0.0875912408759125
"239","0x","Small coins",2018-05-20,"Positive",1,15037,152,0,63,8,0.125,0.366666666666667,0.0612244897959184,0
"240","0x","Small coins",2018-05-22,"Neutro",1,15037,5218,0,18,0,0,0,0.14179104477612,0.134328358208955
"241","0x","Small coins",2018-05-23,"Neutro",3,15037,185,1002,334,125,0,0,0.333333333333333,-0.155172413793104
"242","0x","Small coins",2018-05-24,"Neutro",1,15037,76,0,18,34,0,0,0.191780821917808,-0.00740740740740741
"243","0x","Small coins",2018-05-25,"Neutro",1,15037,849,0,18,0,0,0,0.112676056338028,0.0656934306569344
"244","0x","Small coins",2018-05-26,"Neutro",1,15037,20,0,20,7,0,0,0.0692307692307693,0.0546875
"245","0x","Small coins",2018-05-27,"Positive",1,15037,637,0,14,0,0.5,0.5,0.0573770491803279,0.0247933884297521
"246","0x","Small coins",2018-05-29,"Positive",1,15037,14231,0,64,6,0.1,0.4,0.206106870229008,-0.201923076923077
"247","0x","Small coins",2018-05-30,"Neutro",1,15037,957,0,16,1,0,0.241071428571429,0.160839160839161,0.00800000000000001
"248","0x","Small coins",2018-06-01,"Neutro",2,15037,1514,0,63,9,0,0,0.0610687022900764,0.0234375
"249","0x","Small coins",2018-06-05,"Neutro",2,15037,704,0,65,1,0,0.3,0.0703125000000001,-0.016
"250","0x","Small coins",2018-06-12,"Neutro",1,15037,22,0,7,17,0,0,0.169915887850467,0.154843925233645
"251","0x","Small coins",2018-06-12,"Positive",1,15037,45,0,21,5,0.136363636363636,0.477272727272727,0.169915887850467,0.154843925233645
"252","0x","Small coins",2018-06-13,"Neutro",1,15037,88,0,13,5,0,0,0.133601578662455,0.0942290053445751
"253","0x","Small coins",2018-06-14,"Positive",1,15037,101,0,21,12,0.136363636363636,0.5,0.173789391055363,-0.151493234267374
"254","0x","Small coins",2018-06-18,"Positive",1,15037,1,0,36,0,0.0714285714285714,0.280952380952381,0.0834572784898935,-0.0333354273664846
"255","0x","Small coins",2018-06-19,"Neutro",1,15037,170,0,16,3,0,0,0.0694004364904232,-0.0117221768112272
"256","0x","Small coins",2018-06-20,"Neutro",1,15037,82,0,30,7,0,0,0.0693467772802935,-2.27823127238431e-05
"257","0x","Small coins",2018-06-23,"Neutro",1,15037,184,0,12,2,0,0.125,0.0840352703640609,0.0192035593539328
"258","0x","Small coins",2018-06-25,"Neutro",1,15037,658,0,75,15,0,0,0.071900858046362,-0.0377804066282344
"259","0x","Small coins",2018-06-27,"Negative",1,15037,299,0,13,5,0.25,0.4,0.0547452904147229,-0.0350397145771594
"260","0x","Small coins",2018-06-28,"Neutro",1,15037,240,0,12,20,0,1,0.088735683645626,0.0553623472552231
"261","0x","Small coins",2018-06-28,"Positive",1,15037,0,1955,90,13,0.136363636363636,0.5,0.088735683645626,0.0553623472552231
"262","0x","Small coins",2018-06-29,"Neutro",1,15037,44,0,21,22,0,0,0.137189564610624,-0.0884604418984462
"263","0x","Small coins",2018-06-29,"Positive",1,15037,1,0,8,1,0.25,0.428571428571429,0.137189564610624,-0.0884604418984462
"264","0x","Small coins",2018-07-03,"Neutro",1,15037,78,0,21,0,0,0,0.103876177549241,0.0600026558241592
"265","0x","Small coins",2018-07-04,"Positive",1,15037,435,0,8,2,0.214285714285714,0.642857142857143,0.16511359223301,-0.0699075205575573
"266","0x","Small coins",2018-07-06,"Neutro",1,15037,401,0,10,8,0,0,0.0756696078431373,-0.01
"267","0x","Small coins",2018-07-09,"Neutro",1,15037,35,0,25,4,0,0,0.0687875339942548,0.0580788270898965
"268","0x","Small coins",2018-07-13,"Neutro",1,15037,128,0,119,11,0,0,0.218947,-0.251534787011893
"269","0x","Small coins",2018-07-15,"Neutro",1,15037,113,0,48,4,0,1,0.185987394957983,-0.116146619433219
"270","0x","Small coins",2018-07-16,"Neutro",1,15037,318,0,36,1,0,0,0.0756302521008402,-0.0357142857142855
"271","0x","Small coins",2018-07-17,"Positive",1,15037,0,63,82,21,0.136363636363636,0.454545454545455,0.153846153846154,-0.0869565217391305
"272","0x","Small coins",2018-07-18,"Positive",1,15037,339,0,59,7,0.25,0.428571428571429,0.113636363636364,0.032
"273","0x","Small coins",2018-07-20,"Neutro",1,15037,74,0,29,13,0,0,0.16,0.152
"274","0x","Small coins",2018-07-20,"Positive",1,15037,0,64,54,1,0.8,0.9,0.16,0.152
"275","0x","Small coins",2018-07-21,"Positive",1,15037,3,0,21,21,0.25,0.5,0.148760330578512,-0.0849056603773583
"276","0x","Small coins",2018-07-23,"Positive",1,15037,57,0,10,1,0.333333333333333,0.5,0.0672268907563024,0
"277","0x","Small coins",2018-07-26,"Neutro",1,15037,543,0,24,2,0,0.6,0.109243697478992,0.0769230769230768
"278","0x","Small coins",2018-07-27,"Neutro",2,15037,55,157,58,3,0,0.4,0.101694915254237,-0.0648148148148147
"279","0x","Small coins",2018-07-30,"Neutro",1,15037,44298,0,58,3,0,0,0.107438016528926,0.0413223140495868
"280","0x","Small coins",2018-08-01,"Positive",1,15037,2522,0,29,2,0.136363636363636,0.454545454545455,0.0727272727272728,0.0454545454545455
"281","0x","Small coins",2018-08-07,"Neutro",1,15037,220,0,41,8,0,0,0.130633653846154,0.0434587116848054
"282","0x","Small coins",2018-08-10,"Neutro",1,15037,2,0,14,5,0,0,0.110152549393945,0.0758851793218521
"283","0x","Small coins",2018-08-14,"Neutro",1,15037,824,0,43,0,0,0,0.166455677992922,0.111995752327196
"284","0x","Small coins",2018-08-15,"Neutro",1,15037,659,0,32,11,0,0.125,0.124468625391615,0.000360632376903171
"285","0x","Small coins",2018-08-15,"Positive",1,15037,143,0,40,12,0.136363636363636,0.477272727272727,0.124468625391615,0.000360632376903171
"286","0x","Small coins",2018-08-24,"Neutro",1,15037,2,0,13,1,0,0,0.0300213155315516,-0.0202709223528424
"287","0x","Small coins",2018-08-30,"Neutro",1,15037,2,0,42,11,0,0,0.103465491268756,0.0520364196204081
"288","0x","Small coins",2018-09-07,"Neutro",1,15037,114,0,47,0,0,0.5625,0.0707003303974513,0.0677432879713478
"289","0x","Small coins",2018-09-09,"Positive",1,15037,912,0,12,7,0.5,0.5,0.0695179720416492,0.00509784946985162
"290","0x","Small coins",2018-09-11,"Positive",1,15037,315,0,23,0,0.136363636363636,0.5,0.108693566270541,0.0763239123712907
"291","0x","Small coins",2018-09-13,"Neutro",2,15037,95,0,26,3,0,0.283333333333333,0.0813958094030973,-0.079790444981028
"292","0x","Small coins",2018-09-14,"Neutro",1,15037,759,0,24,2,0,0.5,0.113559658526901,-0.0457953331315569
"293","0x","Small coins",2018-09-18,"Neutro",1,15037,98,0,36,4,0,0,0.0592943325481901,-0.0140846700683881
"294","0x","Small coins",2018-09-20,"Neutro",1,15037,370,0,27,6,0,0,0.0783023774210664,-0.0783811202893815
"295","0x","Small coins",2018-09-20,"Positive",1,15037,448,0,64,11,0.125,0.2,0.0783023774210664,-0.0783811202893815
"296","0x","Small coins",2018-09-22,"Positive",2,15037,4739,0,72,2,0.325,0.325,0.0909728409343577,0.0344517905730557
"297","0x","Small coins",2018-09-24,"Negative",1,15037,119,0,34,1,0.3,0.4,0.163505976965683,-0.0251677826240532
"298","0x","Small coins",2018-09-25,"Neutro",3,15037,6168,0,77,9,0,0,0.105861446378365,0.00408637498894546
"299","0x","Small coins",2018-09-27,"Neutro",2,15037,5,59,26,5,0,0,0.0843954223783057,-0.0677393772304773
"300","0x","Small coins",2018-09-27,"Positive",1,15037,533,0,58,6,0.5,0.5,0.0843954223783057,-0.0677393772304773
"301","0x","Small coins",2018-09-30,"Positive",1,15037,677,0,123,10,0.8,0.9,0.0351931199817344,-0.00256268351550366
"302","0x","Small coins",2018-10-02,"Neutro",3,15037,2140,0,83,19,0,0,0.0354577676309405,0.00624688045919646
"303","0x","Small coins",2018-10-03,"Neutro",1,15037,13,0,47,6,0,0.3,0.0499996073164793,0.0325456101909228
"304","0x","Small coins",2018-10-04,"Neutro",2,15037,724,0,27,12,0,0.03125,0.0748288765172948,-0.0460712133688702
"305","0x","Small coins",2018-10-05,"Neutro",2,15037,213,0,48,2,0,0,0.0376005078942421,-0.00423449322978911
"306","0x","Small coins",2018-10-06,"Neutro",1,15037,978,0,72,1,0,0,0.0364119985104457,0.00613490321170251
"307","0x","Small coins",2018-10-06,"Positive",1,15037,141,0,18,6,0.1,0.4,0.0364119985104457,0.00613490321170251
"308","0x","Small coins",2018-10-09,"Neutro",1,15037,333,0,79,0,0,0,0.0824442604261049,-0.0554946097889135
"309","0x","Small coins",2018-10-10,"Positive",1,15037,682,0,35,2,0.107142857142857,0.321428571428571,0.0478771145736555,-0.00369520406578632
"310","0x","Small coins",2018-10-11,"Neutro",1,15037,7,0,171,31,0,0,0.256389801771826,-0.0184381634819531
"311","0x","Small coins",2018-10-12,"Neutro",2,15037,207,0,35,15,0,0,0.0814231550775637,0.0143928366518625
"312","0x","Small coins",2018-10-15,"Neutro",1,15037,15,0,22,13,0,0,0.0993865619704751,-0.0247032804909121
"313","0x","Small coins",2018-10-16,"Neutro",1,15037,166,0,138,22,0,0,0.176242399183036,-0.168812877539249
"314","0x","Small coins",2018-10-17,"Negative",1,15037,3,0,45,3,0.0357142857142857,0.107142857142857,0.21158785046729,-0.0575008214236612
"315","0x","Small coins",2018-10-17,"Neutro",2,15037,891,0,35,5,0,0.333333333333333,0.21158785046729,-0.0575008214236612
"316","0x","Small coins",2018-10-19,"Neutro",1,15037,70,0,26,9,0,0,0.0768801708519752,-0.0579424027069614
"317","Aeternity","Small coins",2017-09-09,"Positive",1,2992,87,0,19,10,0.357142857142857,0.571428571428571,0.123531858793532,0.00960130599897149
"318","Aeternity","Small coins",2017-09-12,"Neutro",2,2992,122,0,9,7,0,0,0.314216686736884,-0.189564973814944
"319","Aeternity","Small coins",2017-09-13,"Neutro",2,2992,79,0,15,12,0,0,0.349594667129754,0.168685637558491
"320","Aeternity","Small coins",2017-09-14,"Neutro",2,2992,50404,0,13,16,0,0,0.247965863746836,0.195502956673058
"321","Aeternity","Small coins",2017-09-23,"Neutro",1,2992,27,0,17,12,0,0,0.0743291266754343,-0.0113441576992667
"322","Aeternity","Small coins",2017-09-28,"Neutro",1,2992,10,0,13,8,0,0,0.0717906385832764,0.00333253663889094
"323","Aeternity","Small coins",2017-10-02,"Neutro",1,2992,392,0,22,12,0,0,0.212791540723797,-0.025230510601926
"324","Aeternity","Small coins",2017-10-08,"Neutro",1,2992,7,0,8,5,0,0,0.0335114413687942,0.0194274470524532
"325","Aeternity","Small coins",2017-10-18,"Positive",1,2992,6104,0,2,1,0.0681818181818182,0.227272727272727,0.494032519649021,0.149951137356011
"326","Aeternity","Small coins",2017-10-24,"Neutro",2,2992,68,0,4,18,0,0.0625,0.451255336235682,0.108042386470214
"327","Aeternity","Small coins",2017-10-24,"Positive",1,2992,18,0,6,1,0.7,0.6,0.451255336235682,0.108042386470214
"328","Aeternity","Small coins",2017-10-28,"Neutro",1,2992,11,0,18,17,0,0,0.142000281707775,-0.10705964164439
"329","Aeternity","Small coins",2017-11-14,"Positive",1,2992,9,0,4,13,0.214285714285714,0.642857142857143,0.114504952951099,0.00835300341852517
"330","Aeternity","Small coins",2017-11-15,"Neutro",1,2992,15,0,6,1,0,0,0.10602081899356,-0.0284801607953627
"331","Aeternity","Small coins",2017-12-06,"Neutro",1,2992,33,0,3,7,0,0,0.125182367653189,-0.0397263038983374
"332","Aeternity","Small coins",2017-12-06,"Positive",1,2992,0,1444,56,18,0.136363636363636,0.454545454545455,0.125182367653189,-0.0397263038983374
"333","Aeternity","Small coins",2017-12-11,"Negative",1,2992,4,0,12,8,0.385714285714286,0.44047619047619,0.12107720050778,-0.111095017630982
"334","Aeternity","Small coins",2017-12-13,"Neutro",1,2992,35,0,16,5,0,0,0.146094692882132,0.0329320762666271
"335","Aeternity","Small coins",2017-12-15,"Neutro",1,2992,144,0,11,16,0,0.1,0.374056349206349,-0.577583292641701
"336","Aeternity","Small coins",2017-12-16,"Neutro",1,2992,11,0,13,1,0,0,0.151515151515151,0.0555555555555556
"337","Aeternity","Small coins",2017-12-17,"Neutro",1,2992,83,0,14,10,0,0,0.132352941176471,-0.0847457627118645
"338","Aeternity","Small coins",2017-12-20,"Neutro",1,2992,1,0,0,19,0,0,0.132075471698113,0.0445859872611465
"339","Aeternity","Small coins",2018-01-03,"Neutro",1,2992,4,0,13,5,0,0,0.104575163398693,-0.108695652173913
"340","Aeternity","Small coins",2018-01-04,"Neutro",1,2992,166,0,19,1,0,0,0.201058201058201,-0.183006535947712
"341","Aeternity","Small coins",2018-01-07,"Negative",1,2992,2,0,6,3,0.3125,0.6875,0.152249134948097,-0.0897959183673468
"342","Aeternity","Small coins",2018-01-07,"Neutro",2,2992,774,0,5,10,0,0,0.152249134948097,-0.0897959183673468
"343","Aeternity","Small coins",2018-01-13,"Positive",1,2992,3195,0,5,5,0.75,0.95,0.0560344827586206,-0.0405405405405405
"344","Aeternity","Small coins",2018-01-24,"Neutro",2,2992,8,0,11,28,0,0,0.184782608695652,-0.202614379084967
"345","Aeternity","Small coins",2018-01-25,"Positive",1,2992,933,0,22,8,0.4,0.6,0.155251141552511,-0.172972972972973
"346","Aeternity","Small coins",2018-01-26,"Neutro",3,2992,256,0,29,13,0,0,0.1953125,-0.12962962962963
"347","Aeternity","Small coins",2018-01-26,"Positive",1,2992,421,0,8,6,0.214285714285714,0.642857142857143,0.1953125,-0.12962962962963
"348","Aeternity","Small coins",2018-01-27,"Neutro",1,2992,0,257,29,3,0,0,0.184563758389262,-0.172131147540984
"349","Aeternity","Small coins",2018-01-30,"Positive",1,2992,313,0,23,4,0.268181818181818,0.427272727272727,0.19672131147541,0.190789473684211
"350","Aeternity","Small coins",2018-02-03,"Neutro",4,2992,641,0,34,8,0,0,0.188552188552189,-0.0923076923076922
"351","Aeternity","Small coins",2018-02-03,"Positive",1,2992,4,0,4,2,0.285714285714286,0.535714285714286,0.188552188552189,-0.0923076923076922
"352","Aeternity","Small coins",2018-02-05,"Neutro",1,2992,106,0,2,5,0,0,0.229571984435798,0.163346613545817
"353","Aeternity","Small coins",2018-02-06,"Negative",1,2992,23,0,3,5,0.09375,0.416666666666667,0.270833333333333,-0.127358490566038
"354","Aeternity","Small coins",2018-02-07,"Neutro",1,2992,549,0,5,5,0,0,0.375,-0.0714285714285714
"355","Aeternity","Small coins",2018-02-10,"Neutro",1,2992,15,0,3,8,0,0,0.110367892976589,0.0515463917525774
"356","Aeternity","Small coins",2018-02-12,"Neutro",1,2992,21,0,10,17,0,0,0.0772058823529413,-0.0478087649402391
"357","Aeternity","Small coins",2018-02-17,"Neutro",1,2992,824,0,5,3,0,0,0.0512820512820513,-0.0268199233716476
"358","Aeternity","Small coins",2018-02-20,"Neutro",1,2992,51,0,18,5,0,0,0.0869565217391304,0.0698529411764707
"359","Aeternity","Small coins",2018-02-23,"Positive",1,2992,31,0,6,1,0.568181818181818,0.727272727272727,0.091286307053942,-0.0267857142857141
"360","Aeternity","Small coins",2018-03-04,"Neutro",1,2992,131,0,13,3,0,0,0.0300429184549357,-0.00869565217391305
"361","Aeternity","Small coins",2018-03-09,"Positive",1,2992,15159,0,0,1,0.118181818181818,0.377272727272727,0.090909090909091,-0.0108108108108108
"362","Aeternity","Small coins",2018-03-11,"Positive",1,2992,0,26,12,3,0.142857142857143,0.267857142857143,0.0797872340425532,-0.0338983050847458
"363","Aeternity","Small coins",2018-03-17,"Positive",1,2992,3,0,4,3,0.107142857142857,0.321428571428571,0.0864197530864198,0.0740740740740741
"364","Aeternity","Small coins",2018-03-19,"Neutro",1,2992,16,0,16,0,0,0,0.164634146341463,-0.144927536231884
"365","Aeternity","Small coins",2018-03-20,"Neutro",1,2992,634,0,8,6,0,0,0.109826589595376,-0.0374999999999999
"366","Aeternity","Small coins",2018-04-06,"Neutro",1,2992,129,0,0,5,0,0,0.0496453900709219,0.0285714285714284
"367","Aeternity","Small coins",2018-04-21,"Negative",1,2992,398,0,1,0,0.166666666666667,0.5,0.114832535885167,0.0388349514563107
"368","Aeternity","Small coins",2018-04-21,"Positive",1,2992,1,0,1,57,0.4,1,0.114832535885167,0.0388349514563107
"369","Aeternity","Small coins",2018-04-22,"Neutro",1,2992,3,0,1,9,0,0,0.195918367346939,-0.171717171717172
"370","Aeternity","Small coins",2018-04-23,"Neutro",1,2992,652,0,9,4,0,0,0.0454545454545454,-0.00431034482758631
"371","Aeternity","Small coins",2018-04-24,"Neutro",3,2992,88,0,21,8,0,0,0.114068441064639,-0.124463519313305
"372","Aeternity","Small coins",2018-04-27,"Neutro",1,2992,20,0,3,2,0,0,0.189274447949527,-0.106870229007634
"373","Aeternity","Small coins",2018-04-29,"Neutro",1,2992,6,0,5,12,0,0,0.278156996587031,-0.17966903073286
"374","Aeternity","Small coins",2018-04-30,"Positive",1,2992,23,0,8,40,0.375,1,0.155945419103314,0.105577689243028
"375","Aeternity","Small coins",2018-05-01,"Neutro",1,2992,59,0,14,8,0,0,0.13034188034188,-0.0353982300884956
"376","Aeternity","Small coins",2018-05-03,"Positive",1,2992,7,0,7,2,0.357142857142857,0.571428571428571,0.0643153526970955,0.0129310344827585
"377","Aeternity","Small coins",2018-05-06,"Neutro",1,2992,41,0,13,1,0,0,0.122844827586207,0.0675381263616557
"378","Aeternity","Small coins",2018-05-09,"Positive",1,2992,144,0,13,2,0.136363636363636,0.454545454545455,0.116182572614108,-0.0263736263736264
"379","Aeternity","Small coins",2018-05-23,"Neutro",1,2992,6,0,3,2,0,0,0.170391061452514,0.15406162464986
"380","Aeternity","Small coins",2018-05-24,"Neutro",1,2992,323,0,2,6,0,0,0.109422492401216,-0.0897009966777409
"381","Aeternity","Small coins",2018-05-28,"Neutro",1,2992,16,0,4,5,0,0,0.0886850152905199,0.0687500000000001
"382","Aeternity","Small coins",2018-06-02,"Neutro",1,2992,83,0,16,0,0,0,0.144808743169399,-0.159744408945687
"383","Aeternity","Small coins",2018-06-04,"Positive",1,2992,6,0,6,2,0.4,0.4,0.0957746478873239,0.0738636363636364
"384","Aeternity","Small coins",2018-06-14,"Neutro",1,2992,15,0,9,5,0,0,0.0842490842490842,-0.0711462450592886
"385","Aeternity","Small coins",2018-06-19,"Neutro",2,2992,646,0,7,3,0,0.5,0.0338345864661655,0.0150375939849624
"386","Aeternity","Small coins",2018-06-22,"Neutro",1,2992,4,0,21,7,0,0,0.19047619047619,0.183266932270916
"387","Aeternity","Small coins",2018-06-29,"Positive",1,2992,18,0,10,2,0.4,0.4,0.0869565217391305,-0.0828402366863906
"388","Aeternity","Small coins",2018-07-01,"Neutro",1,2992,32,0,2,1,0,0,0.0696517412935322,0.0252525252525253
"389","Aeternity","Small coins",2018-07-02,"Positive",1,2992,10,0,7,0,1,1,0.107476635514019,-0.0979381443298969
"390","Aeternity","Small coins",2018-07-11,"Neutro",1,2992,20,0,5,2,0,0,0.0666666666666667,0.0112994350282486
"391","Aeternity","Small coins",2018-07-23,"Neutro",1,2992,13,0,9,5,0,0,0.0904522613065326,-0.0552486187845303
"392","Aeternity","Small coins",2018-08-12,"Positive",1,2992,9,0,5,0,0.25,0.25,0.0512820512820511,0.00877192982456141
"393","Aeternity","Small coins",2018-08-17,"Neutro",1,2992,49,0,15,7,0,0,0.225875423728814,-0.277705459406096
"394","Aeternity","Small coins",2018-08-20,"Neutro",1,2992,7,0,4,0,0,0,0.144271052631579,0.103169369369369
"395","Aeternity","Small coins",2018-08-21,"Positive",1,2992,136,0,12,0,0.0625,0.5,0.0729019230769231,-0.0306238131244332
"396","Aeternity","Small coins",2018-09-19,"Positive",1,2992,313,0,9,0,0.7,0.35,0.0410176876777076,0.0109554720899824
"397","Aeternity","Small coins",2018-09-25,"Neutro",1,2992,0,134,13,0,0,0,0.0409260965335144,0.0173451804149744
"398","Aeternity","Small coins",2018-09-30,"Positive",1,2992,27,0,13,1,0.0943181818181818,0.386363636363636,0.0458715596330276,0.018348623853211
"399","Aeternity","Small coins",2018-10-06,"Neutro",1,2992,162,0,7,1,0,0,0.0186915887850467,0.00934579439252337
"400","Aeternity","Small coins",2018-10-08,"Neutro",1,2992,31,0,9,1,0,0,0.036697247706422,-0.00943396226415095
